bedroom,bathrooms,area,furnishing,avalable_for,address,floor_number,facing,floor_type,gate_community,corner_pro,parking,wheelchairadption,petfacility,aggDur,noticeDur,lightbill,powerbackup,propertyage,no_room,pooja_room,study_room,others,servant_room,store_room,maintenance_amt,brok_amt,deposit_amt,mnt_amt,rent
1,1,332,Furnished,All,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",5,North,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1500/ (/ month,0,20000,1500,5500
2,2,0,Semifurnished,Family Only,"Venkatesh Classic Pune, Handewadi, , Pune, Maharashtra",8,No Direction,Vitrified,Yes,Yes,1,None,Yes,11,1,1,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,15000
2,2,770,Furnished,All,"Kohinoor Tinsel Town, Hinjewadi Phase 2, , Pune, Maharashtra",9,North-East,Wood,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,18000
1,1,470,Unfurnished,"Family , Bachelors (Men Only)","Mhada, Mahalunge Ingale, , Pune, Maharashtra",1,North,Marble,Yes,Yes,1,None,None,12,1,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,20000,0,6800
3,3,0,Semifurnished,All,"Megapolis Sangria Hinjewadi, Phase-3 Hinjewadi , , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,80000,0,20000
1,1,0,Semifurnished,All,"Goyal Residency, Tingre Nagar, , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,30000,0,14000
2,2,0,Semifurnished,All,"Kumar Purva, Keshav Nagar, , Pune, Maharashtra",3,East,Marble,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,0,22000,60000,0,22000
1,1,385,Unfurnished,All,"PS Splendour County, Wagholi, , Pune, Maharashtra",7,No Direction,Not provided,Yes,No,1,None,None,0,0,0,2,1 to 5 Year Old,0,0,0,1,0,0,0,0,20000,0,10000
3,3,1150,Semifurnished,All,"Nahar F Residences, Balewadi, , Pune, Maharashtra",6,No Direction,Not provided,No,No,0,None,None,11,1,0,0,Under Construction,0,0,0,0,0,1,0,35000,100000,0,30000
1,2,650,Semifurnished,All,"Ravinanda Skylights, Wagholi, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,1,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,2,0,10200
2,2,0,Furnished,All,"Dharti Green, Tathawade, , Pune, Maharashtra",1,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,60000,0,22000
2,2,750,Unfurnished,All,"Vishal Viviana, Hanuman Nagar, , Pune, Maharashtra",5,East,Marble,Yes,No,1,None,None,11,1,0,2,5 to 10 Year Old,0,1,0,0,0,0,0,20000,60000,0,20000
1,1,620,Furnished,All,"Lodha Belmondo, Pune Mumbai Highway, , Pune, Maharashtra",2,East,Vitrified,Yes,No,1,None,None,11,1,0,2,0 to 1 Year Old,0,1,1,0,1,0,0,24000,60000,0,24000
3,3,1300,Furnished,Family Only,"kalpataru Estate, Aundh, , Pune, Maharashtra",3,East,Vitrified,Yes,Yes,1,None,None,11,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 4000/ (/ month,50000,5,4000,50000
1,1,650,Unfurnished,Family Only,"Dreams Sunshine, Pimple Gurav, , Pune, Maharashtra",3,East,Not provided,Yes,No,1,None,None,0,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1200/ (/ month,0,3,1200,10500
1,1,550,Semifurnished,All,"Amanora Neo Towers, Hadapsar, , Pune, Maharashtra",2,North-East,Not provided,Yes,No,1,None,None,11,1,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,18500
2,2,0,Furnished,All,"Sanjay Park, , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,17000
1,1,1000,Unfurnished,Family Only,"Five star society dhankawdi last bus stop, Dhankawdi, , Pune, Maharashtra",1,East,Mosaic,No,No,0,None,Yes,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,10000
2,2,900,Semifurnished,Family Only,"Nandan Inspera, Shankar Kalat Nagar, , Pune, Maharashtra",6,East,Vitrified,Yes,Yes,1,Yes,Yes,12,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,18000,60000,0,18000
1,1,450,Semifurnished,All,"apurva apartments ideal colony, Kothrud, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,12,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,0,0,10000
1,1,0,Semifurnished,Family Only,"Dreams Aakruti, Hadapsar, , Pune, Maharashtra",6,East,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,20000,0,9000
2,2,811,Semifurnished,Family Only,"Gokhale Manbhavan, Mayur Colony, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,None,None,0,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,40000,80000,0,27888
2,2,1100,Semifurnished,Family Only,"Gokhale Construction , Mayur Colony, , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,0,1,0,0,0,0,0,45000,150000,0,37000
3,2,800,Semifurnished,Family Only,"Acharya Society, Warje, , Pune, Maharashtra",3,West,Ceramic,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,25000
1,1,0,Unfurnished,"Family , Bachelors (Men Only)","Pratibha Corner, Shaniwar Peth, , Pune, Maharashtra",3,East,Mosaic,No,No,0,None,None,0,0,1,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,16000
2,2,730,Semifurnished,Family Only,"Oxford Olympia, Wakad, , Pune, Maharashtra",3,East,Ceramic,Yes,No,1,None,None,22,2,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,54000,0,18000
1,1,600,Unfurnished,All,"Khandve Nagar, , Pune, Maharashtra",1,North-East,Ceramic,Yes,No,4,None,Yes,11,1,0,2,0 to 1 Year Old,0,1,0,0,0,0,0,0,7500,0,7000
2,2,837,Semifurnished,Family Only,"Gera Park View 1, Eon Free Zone , , Pune, Maharashtra",7,No Direction,Not provided,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,23000
2,2,950,Semifurnished,Family Only,"SGL Vishaldeep Residency, Chandan Nagar, , Pune, Maharashtra",1,South-East,Ceramic,Yes,No,1,None,None,11,2,0,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,18500
1,1,400,Semifurnished,All,"Himalayan heights, MG Road, , Pune, Maharashtra",5,North,Stone,Yes,Yes,0,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 900/ (/ month,0,25000,900,9500
1,1,0,Unfurnished,All,"Adarsh Nagar, Wadgaonsheri, , Pune, Maharashtra",0,South,Ceramic,No,No,1,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,10000,0,6000
1,1,620,Semifurnished,"Family , Bachelors (Women Only)","Gulmohar Apartment, Kondhwa, , Pune, Maharashtra",2,South,Ceramic,No,Yes,0,None,Yes,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,30000,0,10000
1,1,600,Semifurnished,All,"Paranjape Shilpa Society, Kothrud, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,None,Yes,0,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,16000,3,0,16000
2,2,0,Furnished,All,"DSK Sundarban Phase 1, Hadapsar, , Pune, Maharashtra",4,East,Vitrified,No,No,0,None,None,11,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,25000
2,2,762,Semifurnished,Family Only,"Sai Samarth Sarisha Chs, Punawale, , Pune, Maharashtra",1,West,Vitrified,Yes,Yes,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,15500
3,3,0,Semifurnished,All,"tuscan estate phase I , Kharadi, , Pune, Maharashtra",3,East,Vitrified,Yes,No,2,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,30000,0,0,30000
1,1,0,Semifurnished,Family Only,"Phursungi, , Pune, Maharashtra",1,North,Not provided,No,No,0,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,20000,0,7000
4,4,2600,Semifurnished,All,"Panchshil Waterfront, Kalyani Nagar, , Pune, Maharashtra",2,East,Vitrified,Yes,No,2,None,None,0,0,1,2,5 to 10 Year Old,0,0,0,1,1,0,0,0,0,0,24768.73599
2,2,980,Semifurnished,Family Only,"Nanded Asawari, Sinhgad Road, , Pune, Maharashtra",1,West,Vitrified,Yes,No,1,None,None,0,1,0,2,5 to 10 Year Old,1,0,0,0,0,0,0,13000,40000,0,13000
2,1,0,Semifurnished,Family Only,"Durrani complex, Meeta Nagar, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,13000
2,2,850,Semifurnished,All,"Vascon Citron Phase 1, Wagholi, , Pune, Maharashtra",4,East,Others,Yes,Yes,1,Yes,Yes,11,1,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,3,0,12000
1,1,0,Unfurnished,All,"near old orbis school Keshavnagar Mundhawa Pune -36, , Pune, Maharashtra",0,No Direction,Vitrified,No,No,0,None,None,1,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,3,0,5000
4,4,0,Furnished,Bachelors (Men/Women),"Darode Jog Blossom Bouleward, Koregaon Park, , Pune, Maharashtra",4,No Direction,Marble,Yes,No,2,Yes,Yes,0,0,0,2,5 to 10 Year Old,0,0,0,1,0,0,0,85000,550000,0,85000
2,2,740,Semifurnished,All,"Sanjeevani Apartments, Thergaon, , Pune, Maharashtra",8,East,Not provided,Yes,Yes,1,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,50000,0,20000
2,2,735,Unfurnished,Family Only,"Kiarah Terrazo, Well Wisher Group, Shinde Vasti, Hadapsar, , Pune, Maharashtra",4,East,Vitrified,Yes,No,1,Yes,None,12,1,0,1,0 to 1 Year Old,1,0,0,0,0,0,Maintenance 3000/ (/ month,0,60000,3000,20000
1,2,0,Semifurnished,"Family , Bachelors (Women Only)","GK Jhulelal Towers, Defence Area, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,None,None,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,15000,40000,0,14500
2,2,970,Semifurnished,All,"Kalapi Aster, Pisoli, , Pune, Maharashtra",3,South-East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,1,0,0,0,0,0,0,0,25000,0,10000
3,3,1450,Unfurnished,Family Only,"Vinspa Apartment, Boat Club Road, , Pune, Maharashtra",1,North-West,Not provided,Yes,No,1,None,None,0,1,0,1,10+ Year Old,1,0,0,0,0,0,0,0,100000,0,35000
1,1,540,Semifurnished,"Family , Bachelors (Men Only)","Jivala Society, Laxmi Colony, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,12,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,15000,0,8300
1,1,345,Unfurnished,All,"Majestique Nest, Fursungi Gaon, , Pune, Maharashtra",1,No Direction,Not provided,Yes,No,1,None,None,0,0,0,1,Under Construction,1,0,0,0,0,0,0,0,30000,0,10000
2,2,0,Unfurnished,All,"Bhama Sai Samruddhi, Chakan, , Pune, Maharashtra",1,North,Others,Yes,No,1,Yes,Yes,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,8500
1,1,345,Furnished,Bachelors (Men/Women),"Goel Ganga Orchard, Koregaon Park Annexe, , Pune, Maharashtra",4,East,Vitrified,Yes,No,1,None,None,11,1,0,0,5 to 10 Year Old,0,1,0,0,0,0,0,16000,40000,0,16000
2,2,926,Semifurnished,All,"ARV Imperia, Pisoli, , Pune, Maharashtra",6,East,Others,No,No,0,None,None,0,0,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,0,0,15000
1,1,0,Unfurnished,All,"Indraprastha Society, Wadgaon Sheri, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0,10500
2,2,1000,Furnished,All,"Aishwarya Vimal Mayuri Regency, Wakad, , Pune, Maharashtra",1,No Direction,Not provided,Yes,No,1,None,None,0,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,3,0,18000
1,1,385,Semifurnished,Bachelors (Women Only),"Society, Gulmohar Apts,S.no 128, , Pune, Maharashtra",4,East,Vinyl,Yes,Yes,1,None,Yes,9,1,0,1,5 to 10 Year Old,0,0,0,1,0,0,0,0,3,0,9000
2,2,850,Unfurnished,All,"Bramha Sun City Phase 1, Kalyani Nagar, , Pune, Maharashtra",4,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,1,5 to 10 Year Old,0,0,0,1,0,0,Maintenance 1500/ ((one time fee,22000,65000,1500,22000
2,2,725,Semifurnished,All,"Dreams Elina, Handewadi road, Hadapsar, , Pune, Maharashtra",3,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,1,2,5 to 10 Year Old,1,0,0,0,0,0,0,1,35000,0,14000
1,1,500,Furnished,All,"Sai rhythm, Ravet, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,12000
1,1,630,Semifurnished,All,"Deoda Terrace, Near Inorbit Mall Nagar Road, , Pune, Maharashtra",1,West,Marble,No,Yes,1,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 700/ (/ month,0,30000,700,17000
1,1,550,Unfurnished,All,"Heliconia II, , Magarpatta City, Magarpatta, , Pune, Maharashtra",5,No Direction,Marble,Yes,No,0,None,None,11,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,35000,0,13000
2,2,850,Semifurnished,Family Only,"Borate Vrundavan, Tulaja Bhawani Nagar, , Pune, Maharashtra",2,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,1,1 to 5 Year Old,0,0,1,0,0,0,0,2,3,0,40000
1,1,333,Unfurnished,Family Only,"F S RESIDENCY, Yewalewadi, , Pune, Maharashtra",3,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 500/ (/ month,0,20000,500,4500
1,1,440,Unfurnished,All,"Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",1,South,Spartex,No,No,0,None,None,11,0,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,10000,0,0,9999
1,1,0,Unfurnished,"Family , Bachelors (Women Only)","MD Nawajish Park, Pimpri Chinchwad, , Pune, Maharashtra",0,No Direction,Vitrified,Yes,No,1,None,None,12,2,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,12000
2,2,825,Unfurnished,All,"Pillar Homes, Viman Nagar, , Pune, Maharashtra",2,No Direction,Not provided,Yes,No,1,None,None,0,1,0,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0,18500
2,2,870,Furnished,All,"Sachidanand Apartment, Undri, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,None,Yes,12,1,0,0,5 to 10 Year Old,0,1,0,0,0,0,0,13500,50000,0,13500
1,1,0,Unfurnished,"Family , Bachelors (Women Only)","Yojana Nagar, , Pune, Maharashtra",0,No Direction,Not provided,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,0,0,0,1,0,0,0,0,10000,0,4000
1,1,0,Unfurnished,Family Only,"Raviraj Rakshaknagar Gold, Pandhari Nagar, , Pune, Maharashtra",6,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,20000,0,17000
3,3,1350,Unfurnished,All,"Goel Ganga Satellite, Wanowrie, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 1800/ (/ month,35000,3,1800,29000
2,2,0,Semifurnished,Family Only,"Chordia Dhanraj Park Society, Vishnu Dev Nagar, , Pune, Maharashtra",4,No Direction,Not provided,No,No,0,None,None,0,0,0,0,10+ Year Old,0,0,0,1,0,0,0,0,50000,0,17000
1,1,600,Unfurnished,All,"Gajanan Heights, Kondhwa Budruk, , Pune, Maharashtra",0,South,Not provided,No,No,0,None,None,5,0,0,0,10+ Year Old,1,0,0,0,0,0,Maintenance 400/ (/ month,0,25000,400,8000
2,1,700,Unfurnished,"Family , Bachelors (Women Only)","Maurya Vihar Coop HSG Society, Kothrud, , Pune, Maharashtra",2,East,Vitrified,No,No,1,None,None,0,0,1,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0,17500
1,1,600,Unfurnished,All,"Kausar Baug CHS, Kondhwa, , Pune, Maharashtra",3,South-East,Vitrified,No,No,1,None,None,22,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,9000,2,0,9500
2,2,0,Furnished,All,"Marvel Priya, Wagholi, , Pune, Maharashtra",6,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,50000,0,20000
1,1,0,Unfurnished,All,"Wakad, , Pune, Maharashtra",0,West,Ceramic,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,1,0,10000
1,1,0,Unfurnished,All,"kalubai nagar thite vasti kharadi, Kharadi, , Pune, Maharashtra",0,West,Others,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,15000,0,10000
1,1,0,Semifurnished,Family Only,"Gokulam CHS, Chikhali, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,8500
1,1,0,Semifurnished,Family Only,"Shantinagar, Wanwadi, , Pune, Maharashtra",1,East,Mosaic,Yes,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,16000,0,8000
1,1,450,Unfurnished,All,"New Front 48 East Park, Kale Padal, , Pune, Maharashtra",5,East,Vitrified,Yes,No,1,None,None,11,1,0,0,Under Construction,0,1,0,0,0,0,0,8000,3,0,8000
2,2,0,Furnished,All,"Silver Space, Pimple Nilakh, , Pune, Maharashtra",5,No Direction,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0,20000
1,1,650,Semifurnished,Family Only,"Giriraj Heights, Dighi, , Pune, Maharashtra",6,North,Ceramic,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,0,0,0,1,0,0,Maintenance 1100/ (/ month,0,25000,1100,9000
3,3,955,Unfurnished,All,"Bhandari Savannah, Wagholi, , Pune, Maharashtra",6,East,Marble,Yes,No,1,None,None,11,1,0,1,1 to 5 Year Old,0,0,0,0,0,1,0,16000,40000,0,16000
2,2,800,Unfurnished,All,"Magarpatta City Cosmos, Magarpatta, , Pune, Maharashtra",6,East,Vitrified,Yes,No,1,None,None,12,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,40000,0,20000
1,1,375,Unfurnished,All,"Mangalmurti hight, Dattanagar, , Pune, Maharashtra",2,No Direction,Not provided,No,No,1,None,None,12,2,0,0,1 to 5 Year Old,0,0,0,1,0,0,0,0,15000,0,4800
2,2,835,Furnished,All,"Kasturi Eon Homes, Phase-3 Hinjewadi , , Pune, Maharashtra",9,South-East,Not provided,Yes,No,1,Yes,Yes,11,2,0,2,0 to 1 Year Old,1,0,0,0,0,0,0,0,60000,0,28000
2,2,700,Unfurnished,"Family , Bachelors (Women Only)","Dwarka Flora Residency Phase 1, Pimple Saudagar, , Pune, Maharashtra",3,East,Vitrified,Yes,No,1,Yes,Yes,11,1,1,2,1 to 5 Year Old,1,0,0,0,0,0,0,18000,50000,0,18000
2,1,700,Unfurnished,Family Only,"D S Shivdarshan Apartment, Dhanori, , Pune, Maharashtra",3,West,Not provided,Yes,No,0,None,None,18,1,0,0,0 to 1 Year Old,1,0,0,0,0,0,Maintenance 700/ (/ month,0,15000,700,8000
1,1,615,Furnished,All,"Sadguru heights co-op housing society, Ganesh baug Temple, , Pune, Maharashtra",1,East,Spartex,Yes,No,1,None,Yes,11,3,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,13000
1,1,0,Unfurnished,All,"Sarthak Bealieu Society, Pisoli, , Pune, Maharashtra",8,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,25000,0,8500
3,2,1200,Unfurnished,All,"Bhandari Savannah, Wagholi, , Pune, Maharashtra",1,East,Marble,Yes,No,1,None,None,11,1,1,0,10+ Year Old,1,0,0,0,0,0,0,0,0,0,16000
1,1,600,Unfurnished,All,"ashthavinayak housing society , shelar mala, , Pune, Maharashtra",0,East,Not provided,No,No,0,None,None,0,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,12000,0,7000
3,3,1300,Unfurnished,All,"Bramha Avenue, NIBM, , Pune, Maharashtra",7,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 2800/ (/ month,45000,3,2800,28000
2,2,0,Furnished,All,"Shubh Angan Society, Pimpri Chinchwad, , Pune, Maharashtra",0,North-East,Not provided,No,No,1,None,None,0,0,0,0,10+ Year Old,1,0,0,0,0,0,0,0,50000,0,16000
1,2,0,Unfurnished,All,"ARV Royale, Handewadi, , Pune, Maharashtra",5,East,Ceramic,Yes,No,0,Yes,Yes,0,0,1,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,10000
2,2,0,Furnished,Family Only,"Ravi Park, Hadapsar, , Pune, Maharashtra",5,No Direction,Not provided,Yes,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,2,0,16000
1,1,585,Semifurnished,Family Only,"Gaurishankar Park, Dhayari, , Pune, Maharashtra",2,No Direction,Not provided,No,No,0,None,None,0,0,0,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,30000,0,8000
1,1,0,Semifurnished,Family Only,"Pradnyaraj Aangan, Wadgaon Sheri, , Pune, Maharashtra",2,West,Vitrified,Yes,No,1,None,None,11,1,1,1,5 to 10 Year Old,1,0,0,0,0,0,0,0,30000,0,13000
2,2,1050,Unfurnished,All,"Lunkad Skylounge, Kalyani Nagar, , Pune, Maharashtra",4,No Direction,Vitrified,Yes,Yes,1,Yes,Yes,24,1,0,1,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 6000/ (/ month,55000,6,6000,55000
1,1,0,Furnished,Family Only,"Wagholi, , Pune, Maharashtra",0,No Direction,Not provided,No,No,1,None,None,0,0,1,0,0 to 1 Year Old,1,0,0,0,0,0,0,0,0,0,5500
2,2,900,Unfurnished,Family Only,"Karia Konark Indrayu Enclave, NIBM, , Pune, Maharashtra",7,East,Vitrified,Yes,Yes,1,Yes,Yes,11,1,0,1,10+ Year Old,1,0,0,0,0,0,0,20000,60000,0,20000
2,1,0,Unfurnished,Family Only,"swapnil apartment, Yamuna Nagar, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,0,0,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 400/ (/ month,0,30000,400,10000
2,2,780,Semifurnished,All,"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",1,No Direction,Vitrified,Yes,Yes,1,Yes,Yes,0,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,0,0,35000,0,15000
3,3,1000,Unfurnished,All,"Kolte Patil Western Avenue, Wakad, , Pune, Maharashtra",9,East,Vitrified,Yes,No,1,None,None,11,1,0,2,Under Construction,0,0,0,0,1,0,0,21000,60000,0,21000
2,2,750,Furnished,All,"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",1,East,Vitrified,Yes,Yes,1,None,None,11,1,0,2,5 to 10 Year Old,0,0,0,0,0,1,Maintenance 25000/ (/ month,0,40000,25000,18000
2,2,850,Semifurnished,All,"GK Roseland Residency, Pimple Saudagar, , Pune, Maharashtra",2,East,Ceramic,Yes,No,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,2,54000,0,18000
2,2,800,Unfurnished,All,"Aryan Residency, Vishal Nagar, , Pune, Maharashtra",3,East,Vitrified,No,No,1,None,None,12,1,0,0,5 to 10 Year Old,1,0,0,0,0,0,Maintenance 1200/ (/ month,0,40000,1200,16500
1,2,500,Semifurnished,All,"Rose Icon, Pimple Saudagar, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,Yes,Yes,11,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,2,40000,0,15000
1,1,450,Unfurnished,All,"Blue ridge, Hinjewadi Phase 1, , Pune, Maharashtra",0,North-West,Mosaic,No,No,0,None,Yes,36,1,0,2,1 to 5 Year Old,1,0,0,0,0,0,0,0,60000,0,18000
2,2,650,Semifurnished,"Family , Bachelors (Men Only)","New Front 48 East Park, Kale Padal, , Pune, Maharashtra",7,No Direction,Not provided,No,No,1,None,None,1,1,0,0,Under Construction,1,0,0,0,0,0,0,10500,30000,0,10500
3,4,2050,Semifurnished,Family Only,"Nyati Windchimes, Mohamadwadi, , Pune, Maharashtra",9,South-East,Marble,No,No,1,None,Yes,22,1,0,2,1 to 5 Year Old,0,0,0,0,1,0,0,32000,90000,0,32000
1,1,630,Unfurnished,Family Only,"omkar heights,kharadi, Thite wasti , Hapadsar Chandan nagar by pass road , Behinde Bank of Baroda, , Pune, Maharashtra",4,No Direction,Not provided,No,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,20000,0,10500
3,2,1050,Unfurnished,Family Only,"Bansal Paradise Apartments, Chinchwad, , Pune, Maharashtra",3,East,Granite,Yes,Yes,1,None,None,33,2,0,0,10+ Year Old,1,0,0,0,0,0,0,0,6,0,18000
1,1,521,Unfurnished,All,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,Maintenance 1/ (/ month,11000,3,1,11000
2,1,630,Unfurnished,All,"Model Colony, , Pune, Maharashtra",0,No Direction,Not provided,No,Yes,0,None,None,11,1,0,0,10+ Year Old,0,1,0,0,0,0,0,0,85000,0,22000
2,2,907,Unfurnished,All,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",1,East,Vitrified,Yes,No,1,None,None,11,1,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,26000,3,0,26000
2,2,950,Semifurnished,All,"Varuna Residency Apartment, Pimple Saudagar, , Pune, Maharashtra",2,South-West,Mosaic,No,No,1,None,None,11,1,1,1,5 to 10 Year Old,0,1,0,0,0,0,0,0,50000,0,18000
2,2,0,Unfurnished,All,"anaya park, Keshav Nagar, , Pune, Maharashtra",1,No Direction,Not provided,No,No,1,None,None,0,0,0,0,1 to 5 Year Old,1,0,0,0,0,0,0,0,0,0,15000
1,1,586,Unfurnished,All,"Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",2,North,Not provided,Yes,No,1,None,None,0,0,0,2,0 to 1 Year Old,0,0,0,1,0,0,0,1,35000,0,10500
